location,size,total_sqft,bath,price,bhk,price_per_sqft
Vittasandra,2 BHK,1404,2,68.8,2,4900.28
Vittasandra,2 BHK,1246,2,62.3,2,5000
Vittasandra,2 BHK,1246,2,63,2,5056.18
Vittasandra,2 BHK,1246,2,67.4,2,5409.31
Vittasandra,2 BHK,1246,2,65.4,2,5248.8
Vittasandra,2 BHK,1238,2,67.32,2,5437.8
Vittasandra,2 BHK,1246,2,67.4,2,5409.31
Vittasandra,2 BHK,1246,2,67.3,2,5401.28
Vittasandra,2 BHK,1404,2,70,2,4985.75
Vittasandra,2 BHK,1259,2,67.48,2,5359.81
Vittasandra,2 BHK,1404,2,75,2,5341.88
Vittasandra,2 BHK,1246,2,67,2,5377.21
Vittasandra,2 BHK,1404,2,72,2,5128.21
Vittasandra,2 BHK,1246,2,67.5,2,5417.34
Vittasandra,2 BHK,1246,2,67.5,2,5417.34
Vittasandra,2 BHK,1404,2,70,2,4985.75
Vittasandra,2 BHK,1246,2,65,2,5216.69
Vittasandra,2 BHK,1246,2,67.4,2,5409.31
Whitefield,3 BHK,1610,3,81,3,5031.06
Whitefield,2 BHK,1459,2,94.82,2,6498.97
Whitefield,2 BHK,1280,2,75,2,5859.38
Whitefield,3 BHK,1910,3,161,3,8429.32
Whitefield,4 BHK,3252,4,230,4,7072.57
Whitefield,4 Bedroom,11890,4,700,4,5887.3
Whitefield,2 BHK,1150,2,70,2,6086.96
Whitefield,3 BHK,1768,3,101,3,5712.67
Whitefield,4 Bedroom,4144,4,315,4,7601.35
Whitefield,4 BHK,4104,4,360,4,8771.93
Whitefield,3 BHK,1790,3,100,3,5586.59
Whitefield,3 BHK,1720,3,100,3,5813.95
Whitefield,3 BHK,1640,4,91,3,5548.78
Whitefield,3 BHK,2280,4,126,3,5526.32
Whitefield,3 BHK,1897,3,130,3,6852.93
Whitefield,3 BHK,2225,2,125,3,5617.98
Whitefield,4 Bedroom,4348.5,2.69,304,4,6990.92
Whitefield,4 BHK,2268,3,163,4,7186.95
Whitefield,4 Bedroom,2400,4,200,4,8333.33
Whitefield,2 BHK,1360,2,95,2,6985.29
Whitefield,3 BHK,1697,3,94.79,3,5585.74
Whitefield,4 Bedroom,5000,4,400,4,8000
Whitefield,4 Bedroom,3000,5,250,4,8333.33
Whitefield,3 BHK,1700,3,115,3,6764.71
Whitefield,3 Bedroom,2842,3,162,3,5700.21
Whitefield,3 Bedroom,1500,3,130,3,8666.67
Whitefield,2 BHK,1280,2,75,2,5859.38
Whitefield,3 BHK,1405,2,78,3,5551.6
Whitefield,3 BHK,2225,3,115,3,5168.54
Whitefield,2 BHK,1272,2,95.05,2,7472.48
Whitefield,2 BHK,1192,2,71,2,5956.38
Whitefield,3 BHK,1626,3,89,3,5473.55
Whitefield,3 BHK,1585,3,88,3,5552.05
Whitefield,1 BHK,665,2.69,28.585,1,4298.5
Whitefield,2 BHK,1280,2,85,2,6640.62
Whitefield,3 Bedroom,1200,3,68.5,3,5708.33
Whitefield,4 Bedroom,4000,4,330,4,8250
Whitefield,3 BHK,1697,3,108,3,6364.17
Whitefield,4 BHK,3606,4,312,4,8652.25
Whitefield,2 BHK,1485,2,90,2,6060.61
Whitefield,1 BHK,950,1,50,1,5263.16
Whitefield,4 BHK,3584,4,199,4,5552.46
Whitefield,1 BHK,825,1,45,1,5454.55
Whitefield,3 BHK,1635,2,85,3,5198.78
Whitefield,2 BHK,1216,2,79,2,6496.71
Whitefield,2 BHK,920,2,63,2,6847.83
Whitefield,2 BHK,1170,2,71,2,6068.38
Whitefield,2 BHK,1118,2,75,2,6708.41
Whitefield,3 BHK,1800,3,110,3,6111.11
Whitefield,3 BHK,1562,3,103,3,6594.11
Whitefield,3 BHK,2321,4,128,3,5514.86
Whitefield,2 BHK,1320,2,95,2,7196.97
Whitefield,3 Bedroom,3010,3,200,3,6644.52
Whitefield,2 BHK,1346,2,96.17,2,7144.87
Whitefield,3 BHK,3850,5,316,3,8207.79
Whitefield,4 BHK,2500,4,155,4,6200
Whitefield,1 BHK,905,1,55,1,6077.35
Whitefield,4 BHK,2268,3,146,4,6437.39
Whitefield,1 BHK,630.5,1,32.79,1,5200.63
Whitefield,4 BHK,3537,5,210,4,5937.23
Whitefield,3 BHK,1697,3,115,3,6776.66
Whitefield,5 Bedroom,3250,5,290,5,8923.08
Whitefield,2 BHK,1269,2,75,2,5910.17
Whitefield,5 Bedroom,3227,5,250,5,7747.13
Whitefield,3 BHK,1545,3,79,3,5113.27
Whitefield,4 BHK,3262,4,260,4,7970.57
Whitefield,2 BHK,1132,2,79.28,2,7003.53
Whitefield,4 BHK,2830,5,160,4,5653.71
Whitefield,2 BHK,1195,2,70,2,5857.74
Whitefield,3 BHK,3480,4,284,3,8160.92
Whitefield,1 BHK,709,1,34.385,1,4849.79
Whitefield,2 BHK,1320,2,79.5,2,6022.73
Whitefield,2 BHK,750,2,52.7,2,7026.67
Whitefield,3 Bedroom,1200,3,61.96,3,5163.33
Whitefield,3 BHK,2094,2.69,113.19,3,5405.44
Whitefield,4 Bedroom,3445,5,270,4,7837.45
Whitefield,3 BHK,1700,3,140,3,8235.29
Whitefield,4 Bedroom,4827,4,400,4,8286.72
Whitefield,2 BHK,1405,2,84.5,2,6014.23
Whitefield,4 BHK,3252,4,280,4,8610.09
Whitefield,2 BHK,1150,2,90,2,7826.09
Whitefield,4 BHK,2400,4,147,4,6125
Whitefield,1 BHK,624,1,35,1,5608.97
Whitefield,3 BHK,1700,3,95,3,5588.24
Whitefield,4 Bedroom,4960,4,400,4,8064.52
Whitefield,4 BHK,2928,4,198,4,6762.3
Whitefield,3 BHK,2700,5,175,3,6481.48
Whitefield,2 BHK,1216,2,84,2,6907.89
Whitefield,4 BHK,2882,5,204,4,7078.42
Whitefield,3 BHK,1840,3,140,3,7608.7
Whitefield,3 BHK,1778,3,122,3,6861.64
Whitefield,1 BHK,650,1,25,1,3846.15
Whitefield,4 BHK,2155,3,125,4,5800.46
Whitefield,1 RK,905,1,52,1,5745.86
Whitefield,2 BHK,1216,2,75,2,6167.76
Whitefield,2 BHK,1255,2,77,2,6135.46
Whitefield,2 BHK,1216,2,73,2,6003.29
Whitefield,1 BHK,709,1,34.735,1,4899.15
Whitefield,3 BHK,1745,3,100,3,5730.66
Whitefield,4 BHK,3200,4,224,4,7000
Whitefield,1 BHK,825,1,44.9,1,5442.42
Whitefield,3 BHK,1870,3,138,3,7379.68
Whitefield,3 BHK,1862,3,125,3,6713.21
Whitefield,3 BHK,1655,3,113,3,6827.79
Whitefield,1 BHK,530,1,29.44,1,5554.72
Whitefield,1 BHK,905,1,50,1,5524.86
Whitefield,3 BHK,1600,3,82,3,5125
Whitefield,4 Bedroom,1230,4,80,4,6504.07
Whitefield,1 BHK,630.5,1,32.15,1,5099.13
Whitefield,1 BHK,905,1,52,1,5745.86
Whitefield,2 BHK,1216,2,83,2,6825.66
Whitefield,4 BHK,4075,5,226,4,5546.01
Whitefield,2 BHK,1216,2,75,2,6167.76
Whitefield,4 BHK,2856,5,158.5,4,5549.72
Whitefield,1 BHK,750,1,51,1,6800
Whitefield,2 BHK,1173,2,77,2,6564.36
Whitefield,3 Bedroom,1200,3,68.4,3,5700
Whitefield,4 Bedroom,3425,5,250,4,7299.27
Whitefield,3 BHK,2173,3,128,3,5890.47
Whitefield,1 BHK,905,1,62,1,6850.83
Whitefield,3 BHK,1870,3,138,3,7379.68
Whitefield,2 BHK,1320,2,99.26,2,7519.7
Whitefield,3 BHK,2901,4,190,3,6549.47
Whitefield,2 BHK,1485,2,96.51,2,6498.99
Whitefield,3 BHK,1755,3,101,3,5754.99
Whitefield,3 BHK,2225,3,149,3,6696.63
Whitefield,2 BHK,1250,2,82,2,6560
Whitefield,1 BHK,605,1,40,1,6611.57
Whitefield,3 BHK,2210,3,156,3,7058.82
Whitefield,2 BHK,1173,2,78.2,2,6666.67
Whitefield,3 BHK,1740,4,130,3,7471.26
Whitefield,2 BHK,1216,2,75,2,6167.76
Whitefield,3 BHK,1655,3,120,3,7250.76
Whitefield,4 BHK,4003,6,300,4,7494.38
Whitefield,2 BHK,1180,2,70,2,5932.2
Whitefield,3 BHK,2023,4,130,3,6426.1
Whitefield,3 BHK,2134,4,118,3,5529.52
Whitefield,1 BHK,905,1,60,1,6629.83
Whitefield,3 BHK,1452,3,90,3,6198.35
Whitefield,4 Bedroom,2850,5,240,4,8421.05
Whitefield,4 BHK,2830,5,190,4,6713.78
Whitefield,2 BHK,1295,2,78.5,2,6061.78
Whitefield,1 BHK,840,1,57.6,1,6857.14
Whitefield,1 BHK,640,1,19.83,1,3098.44
Whitefield,3 BHK,1991,3,104,3,5223.51
Whitefield,3 BHK,1655,3,97,3,5861.03
Whitefield,3 BHK,1850,3,150,3,8108.11
Whitefield,3 Bedroom,1200,3,67.77,3,5647.5
Whitefield,2 BHK,1290,2,90,2,6976.74
Whitefield,2 BHK,1216,2,75,2,6167.76
Whitefield,2 BHK,1356,2,94.84,2,6994.1
Whitefield,2 BHK,1338,2,103,2,7698.06
Whitefield,3 Bedroom,3450,4,208,3,6028.99
Whitefield,2 BHK,1267,2,90.33,2,7129.44
Whitefield,4 Bedroom,2400,4,143,4,5958.33
Whitefield,3 BHK,1836,3,125,3,6808.28
Whitefield,3 BHK,3596,3,200,3,5561.74
Whitefield,3 BHK,1275,2,65,3,5098.04
Whitefield,2 BHK,1216,2,82,2,6743.42
Whitefield,2 BHK,1495,3,88,2,5886.29
Whitefield,3 BHK,1564,3,103,3,6585.68
Whitefield,3 BHK,1585,3,84,3,5299.68
Whitefield,3 BHK,1558,3,90,3,5776.64
Whitefield,2 BHK,1216,2,75,2,6167.76
Whitefield,3 BHK,1704,3,120,3,7042.25
Whitefield,2 BHK,1256,2,73,2,5812.1
Whitefield,2 BHK,1300,2,78,2,6000
Whitefield,3 BHK,1570,3,88,3,5605.1
Whitefield,2 BHK,1216,2,84.03,2,6910.36
Whitefield,2 BHK,1216,2,72.5,2,5962.17
Whitefield,3 BHK,2025,4,115,3,5679.01
Whitefield,3 BHK,1346,2,100,3,7429.42
Whitefield,4 Bedroom,2990,3,198,4,6622.07
Whitefield,3 BHK,1720,3,98.97,3,5754.07
Whitefield,3 BHK,1600,3,95,3,5937.5
Whitefield,3 BHK,1655,3,108,3,6525.68
Whitefield,3 BHK,1740,3,95,3,5459.77
Whitefield,2 BHK,1350,2,88,2,6518.52
Whitefield,2 BHK,1216,2,80,2,6578.95
Whitefield,4 Bedroom,2900,4,225,4,7758.62
Whitefield,2 BHK,1340,2,101,2,7537.31
Whitefield,3 Bedroom,1500,3,78.57,3,5238
Whitefield,3 BHK,1626,3,85,3,5227.55
Whitefield,2 BHK,1100,2,65,2,5909.09
Whitefield,3 BHK,1270,2,65,3,5118.11
Whitefield,3 Bedroom,3117,3,261,3,8373.44
Whitefield,2 BHK,1216,2,73,2,6003.29
Whitefield,3 Bedroom,3150,3,290,3,9206.35
Whitefield,4 BHK,2956,5,234,4,7916.1
Whitefield,3 BHK,2247,3,145,3,6453.05
Whitefield,4 Bedroom,3940,5,265,4,6725.89
Whitefield,2 BHK,1160,2,67,2,5775.86
Whitefield,2 BHK,1180,2,77,2,6525.42
Whitefield,3 BHK,2140,3,139,3,6495.33
Whitefield,2 BHK,1314,2,84,2,6392.69
Whitefield,3 BHK,1431,3,85,3,5939.9
Whitefield,1 BHK,524,1,29,1,5534.35
Whitefield,4 BHK,2830,4,161,4,5689.05
Whitefield,4 BHK,2135,3,149,4,6978.92
Whitefield,4 BHK,3075,2,188,4,6113.82
Whitefield,3 BHK,1760,3,160,3,9090.91
Whitefield,3 BHK,1655,3,110,3,6646.53
Whitefield,1 BHK,840,1,57,1,6785.71
Whitefield,3 BHK,1725,3,106,3,6144.93
Whitefield,1 BHK,516,1,39,1,7558.14
Whitefield,4 Bedroom,6000,4,410,4,6833.33
Whitefield,3 BHK,1639,3,107,3,6528.37
Whitefield,3 BHK,1820,3,113,3,6208.79
Whitefield,4 Bedroom,3565,4,218,4,6115.01
Whitefield,4 BHK,3410,5,253,4,7419.35
Whitefield,4 Bedroom,4500,4,330,4,7333.33
Whitefield,2 BHK,1250,2,85,2,6800
Whitefield,2 BHK,1277,2,77,2,6029.76
Whitefield,3 BHK,1820,3,140,3,7692.31
Whitefield,4 Bedroom,3453,4,247,4,7153.2
Whitefield,3 BHK,2280,4,125,3,5482.46
Whitefield,4 BHK,2882,5,200,4,6939.63
Whitefield,3 BHK,1639.5,3,92.63,3,5649.89
Whitefield,2 BHK,1190,2,70,2,5882.35
Whitefield,2 BHK,1270,2,94,2,7401.57
Whitefield,2 BHK,1220,2,89,2,7295.08
Whitefield,3 BHK,3758,3,300,3,7982.97
Whitefield,2 BHK,1216,2,72,2,5921.05
Whitefield,4 Bedroom,5400,5,475,4,8796.3
Whitefield,3 BHK,1396,3,74,3,5300.86
Whitefield,3 BHK,1615,3,96.9,3,6000
Whitefield,2 BHK,1200,2,70,2,5833.33
Whitefield,2 BHK,1216,2,75,2,6167.76
Whitefield,3 BHK,2321,4,157,3,6764.33
Whitefield,2 BHK,1224,2,75,2,6127.45
Whitefield,3 BHK,1655,3,113,3,6827.79
Whitefield,5 Bedroom,4144,5,331,5,7987.45
Whitefield,3 Bedroom,1200,3,67.75,3,5645.83
Whitefield,4 BHK,2444,4,145,4,5932.9
Whitefield,2 BHK,1270,2,110,2,8661.42
Whitefield,3 BHK,1660,3,110,3,6626.51
Whitefield,2 BHK,1270,2,105,2,8267.72
Whitefield,2 BHK,1173,2,78.2,2,6666.67
Whitefield,2 BHK,1362,2,85,2,6240.82
Whitefield,3 BHK,1457,2,105,3,7206.59
Whitefield,3 BHK,1720,3,128,3,7441.86
Whitefield,3 BHK,1564,3,103,3,6585.68
Whitefield,3 BHK,1639,3,107,3,6528.37
Whitefield,3 BHK,1760,3,139,3,7897.73
Whitefield,1 BHK,613,1,48,1,7830.34
Whitefield,3 BHK,1730,3,125,3,7225.43
Whitefield,1 BHK,877,1,59,1,6727.48
Yelachenahalli,3 BHK,1464,2,105,3,7172.13
Yelachenahalli,2 BHK,2400,1,150,2,6250
Yelachenahalli,3 BHK,1700,3,130,3,7647.06
Yelachenahalli,2 BHK,1080,2,55,2,5092.59
Yelachenahalli,2 BHK,1400,2,78,2,5571.43
Yelachenahalli,3 BHK,1330,3,73.5,3,5526.32
Yelachenahalli,2 BHK,800,1,30,2,3750
Yelachenahalli,2 BHK,1100,2,60,2,5454.55
Yelachenahalli,3 BHK,1365,2,72,3,5274.73
Yelachenahalli,2 BHK,1103,2,55,2,4986.4
Yelachenahalli,2 BHK,1000,2,50,2,5000
Yelahanka,2 BHK,1326,2,78,2,5882.35
Yelahanka,3 BHK,1705,3,95,3,5571.85
Yelahanka,2 BHK,1234,2,80,2,6482.98
Yelahanka,2 BHK,1315,2,85,2,6463.88
Yelahanka,2 BHK,1170,2,62.5,2,5341.88
Yelahanka,1 BHK,697,1,45,1,6456.24
Yelahanka,3 BHK,2195,4,127,3,5785.88
Yelahanka,3 BHK,1614,3,95,3,5886
Yelahanka,1 BHK,628,1,24,1,3821.66
Yelahanka,1 BHK,654,1,38.4,1,5871.56
Yelahanka,3 BHK,1825,3,105,3,5753.42
Yelahanka,3 BHK,1603,3,96,3,5988.77
Yelahanka,2 BHK,1304,2,79,2,6058.28
Yelahanka,3 BHK,1517,3,76.3,3,5029.66
Yelahanka,2 BHK,1327,2,85,2,6405.43
Yelahanka,3 BHK,1566,3,97,3,6194.13
Yelahanka,2 BHK,1270,2,78,2,6141.73
Yelahanka,3 BHK,1400,2,80.54,3,5752.86
Yelahanka,2 BHK,1322,2,86,2,6505.3
Yelahanka,2 BHK,1100,2,70,2,6363.64
Yelahanka,2 Bedroom,1200,2,70,2,5833.33
Yelahanka,5 Bedroom,4000,5,220,5,5500
Yelahanka,4 Bedroom,2675,4,140,4,5233.64
Yelahanka,1 BHK,654,1,37,1,5657.49
Yelahanka,3 BHK,1465,3,80.01,3,5461.43
Yelahanka,3 BHK,1692,3,83,3,4905.44
Yelahanka,3 BHK,2145,3,125,3,5827.51
Yelahanka,2 BHK,1322,2,75,2,5673.22
Yelahanka,1 BHK,602,1,26,1,4318.94
Yelahanka,2 BHK,1100,2,60,2,5454.55
Yelahanka,3 BHK,1614,2,100,3,6195.79
Yelahanka,3 BHK,1890,3,108,3,5714.29
Yelahanka,3 BHK,1556,3,86,3,5526.99
Yelahanka,3 BHK,1610,4,85,3,5279.5
Yelahanka,3 BHK,1859,3,108,3,5809.58
Yelahanka,2 BHK,1322,2,80,2,6051.44
Yelahanka,4 BHK,2600,4,175,4,6730.77
Yelahanka,2 BHK,1305,2,78,2,5977.01
Yelahanka,3 BHK,1711,3,85.61,3,5003.51
Yelahanka,2 BHK,1315,2,75,2,5703.42
Yelahanka,6 Bedroom,3600,6,200,6,5555.56
Yelahanka,3 BHK,1614,3,95,3,5886
Yelahanka,3 BHK,1650,3,105,3,6363.64
Yelahanka,4 Bedroom,3990,4,260,4,6516.29
Yelahanka,3 BHK,1620,3,90,3,5555.56
Yelahanka,1 BHK,654,1,36.25,1,5542.81
Yelahanka,3 BHK,1614,3,93,3,5762.08
Yelahanka,1 BHK,694,1,30.84,1,4443.8
Yelahanka,2 BHK,1115,2,60,2,5381.17
Yelahanka,3 BHK,2317,4,140,3,6042.3
Yelahanka,3 BHK,1653,3,93,3,5626.13
Yelahanka,1 BHK,654,1,38,1,5810.4
Yelahanka,2 BHK,1445,2,82,2,5674.74
Yelahanka,1 BHK,602,1,38,1,6312.29
Yelahanka,1 BHK,697,1,35,1,5021.52
Yelahanka,1 BHK,682,1,36.23,1,5312.32
Yelahanka,3 BHK,1560,2,98,3,6282.05
Yelahanka,3 BHK,1780,3,107,3,6011.24
Yelahanka,3 BHK,1342,2,75,3,5588.67
Yelahanka,3 BHK,1823,3,103,3,5650.03
Yelahanka,3 BHK,1792,3,104,3,5803.57
Yelahanka,2 BHK,1304,2,69.97,2,5365.8
Yelahanka,2 BHK,1300,2,69.23,2,5325.38
Yelahanka,3 BHK,1705,3,91,3,5337.24
Yelahanka,3 BHK,1835,3,108,3,5885.56
Yelahanka,3 BHK,1847,3,92,3,4981.05
Yelahanka,3 BHK,1890,3,109,3,5767.2
Yelahanka,1 BHK,700,1,38,1,5428.57
Yelahanka,3 BHK,1491,3,85,3,5700.87
Yelahanka,4 Bedroom,2088,5,110,4,5268.2
Yelahanka,4 BHK,3019,6,190,4,6293.47
Yelahanka,3 BHK,1600,3,100,3,6250
Yelahanka,3 BHK,1705,3,85,3,4985.34
Yelahanka,3 BHK,1350,2,85,3,6296.3
Yelahanka,3 BHK,1633,3,110,3,6736.07
Yelahanka,1 BHK,827.5,1,42.535,1,5140.18
Yelahanka,3 BHK,1355,2,75,3,5535.06
Yelahanka,2 BHK,1104,2,58,2,5253.62
Yelahanka,2 BHK,1175,2,67.77,2,5767.66
Yelahanka,2 BHK,1322,2,77.9,2,5892.59
Yelahanka,1 BHK,602,1,33,1,5481.73
Yelahanka,2 BHK,1315,2,77,2,5855.51
Yelahanka,1 BHK,567,1,25,1,4409.17
Yelahanka,1 BHK,602,2,30,1,4983.39
Yelahanka,2 BHK,1234,2,80,2,6482.98
Yelahanka,2 BHK,1267,3,78,2,6156.27
Yelahanka,2 BHK,1360,2,78.19,2,5749.26
Yelahanka New Town,1 BHK,650,1,33,1,5076.92
Yelahanka New Town,1 BHK,500,1,20,1,4000
Yelahanka New Town,1 BHK,440,1,16.5,1,3750
Yelahanka New Town,3 BHK,1610,3,92,3,5714.29
Yelahanka New Town,3 BHK,1700,3,90,3,5294.12
Yelahanka New Town,1 BHK,650,1,20,1,3076.92
Yelahanka New Town,1 BHK,350,1,13.5,1,3857.14
Yelahanka New Town,2 BHK,1385,2,65,2,4693.14
Yelahanka New Town,1 BHK,500,2,24,1,4800
Yelahanka New Town,1 BHK,650,1,17,1,2615.38
Yelahanka New Town,1 BHK,450,1,16,1,3555.56
Yelahanka New Town,2 BHK,960,2,50,2,5208.33
Yelahanka New Town,3 BHK,1209,2,65,3,5376.34
Yelahanka New Town,3 BHK,1400,2,80,3,5714.29
Yelahanka New Town,1 BHK,450,1,15,1,3333.33
Yelahanka New Town,1 BHK,500,1,18,1,3600
Yelahanka New Town,3 BHK,1420,2,75,3,5281.69
Yelahanka New Town,2 Bedroom,2200,2,180,2,8181.82
Yelahanka New Town,1 BHK,488,1,20,1,4098.36
Yelahanka New Town,2 BHK,1100,2,58,2,5272.73
Yelahanka New Town,2 BHK,1000,2,44,2,4400
Yelahanka New Town,1 BHK,650,1,18,1,2769.23
Yelahanka New Town,3 Bedroom,1740,3,150,3,8620.69
Yelahanka New Town,2 BHK,1290,2,70,2,5426.36
Yelenahalli,2 BHK,1240,2,47.12,2,3800
Yelenahalli,2 BHK,1200,2,46.17,2,3847.5
Yelenahalli,2 BHK,1260,2,47.88,2,3800
Yelenahalli,2 BHK,1175,2,50,2,4255.32
Yelenahalli,3 BHK,1650,3,68,3,4121.21
Yelenahalli,2 BHK,1200,2,45.6,2,3800
Yelenahalli,2 BHK,1200,2,46.17,2,3847.5
Yelenahalli,2 BHK,1160,2,44.08,2,3800
Yeshwanthpur,3 BHK,1693,3,108,3,6379.21
Yeshwanthpur,1 BHK,667,1,36.85,1,5524.74
Yeshwanthpur,4 BHK,1950,4,130,4,6666.67
Yeshwanthpur,1 BHK,665,1,36.85,1,5541.35
Yeshwanthpur,1 BHK,671,1,36.85,1,5491.8
Yeshwanthpur,2 BHK,1277.5,2,95.815,2,7500.2
Yeshwanthpur,1 BHK,668,1,36.85,1,5516.47
Yeshwanthpur,2 BHK,1185,2,75.84,2,6400
Yeshwanthpur,2 BHK,1195,2,100,2,8368.2
Yeshwanthpur,3 BHK,1313,3,96,3,7311.5
Yeshwanthpur,2 BHK,1400,2,100,2,7142.86
Yeshwanthpur,1 BHK,673,1,36.85,1,5475.48
Yeshwanthpur,2 BHK,717,2,49.475,2,6900.28
Yeshwanthpur,1 BHK,605,1,41.745,1,6900
Yeshwanthpur,1 BHK,669,1,36.85,1,5508.22
Yeshwanthpur,3 BHK,3027,4,260,3,8589.36
Yeshwanthpur,1 BHK,670,1,36.85,1,5500
Yeshwanthpur,2 BHK,1240,2,80,2,6451.61
Yeshwanthpur,3 BHK,1713,3,110,3,6421.48
Yeshwanthpur,2 BHK,1144,2,67,2,5856.64
Yeshwanthpur,2 BHK,1541,2,130,2,8436.08
Yeshwanthpur,2 Bedroom,1362,2,100,2,7342.14
Yeshwanthpur,1 BHK,666,1,36.8,1,5525.53
Yeshwanthpur,3 BHK,1855,3,140,3,7547.17
Yeshwanthpur,2 BHK,1165,2,85,2,7296.14
Yeshwanthpur,3 BHK,1825,3,145,3,7945.21
Yeshwanthpur,1 BHK,994,2,54.67,1,5500
Yeshwanthpur,1 BHK,650,1,40,1,6153.85
Yeshwanthpur,3 BHK,1855,3,140,3,7547.17
Yeshwanthpur,3 BHK,1500,3,100,3,6666.67
Yeshwanthpur,1 BHK,674,1,36.85,1,5467.36
Yeshwanthpur,1 BHK,672,1,36.85,1,5483.63
Yeshwanthpur,2 BHK,1195,2,100,2,8368.2
Yeshwanthpur,3 BHK,1692,3,108,3,6382.98
Yeshwanthpur,6 Bedroom,2500,5,185,6,7400
Yeshwanthpur,3 BHK,1855,3,135,3,7277.63
Yeshwanthpur,3 BHK,1876,3,160,3,8528.78
other,3 BHK,2770,4,290,3,10469.31
other,1 BHK,600,1,38,1,6333.33
other,2 BHK,1500,2,185,2,12333.33
other,2 BHK,840,2,45,2,5357.14
other,3 Bedroom,4395,3,240,3,5460.75
other,2 BHK,845,2,55,2,6508.88
other,3 BHK,2511,3,205,3,8164.08
other,3 BHK,1660,2,105,3,6325.3
other,2 BHK,1200,2,65,2,5416.67
other,3 Bedroom,1200,3,90,3,7500
other,2 BHK,782,2,55.68,2,7120.2
other,3 BHK,1800,3,120,3,6666.67
other,3 BHK,1413,2,75,3,5307.86
other,2 BHK,945,2,54,2,5714.29
other,3 BHK,1870,3,110,3,5882.35
other,3 BHK,1260,2,85.05,3,6750
other,3 BHK,2795,4,235,3,8407.87
other,3 BHK,1904,3,150,3,7878.15
other,3 BHK,2000,3,175,3,8750
other,3 Bedroom,1500,3,100,3,6666.67
other,3 Bedroom,1783,3,115,3,6449.8
other,3 BHK,912,2,70,3,7675.44
other,3 BHK,1580,3,100,3,6329.11
other,3 BHK,1415,3,78,3,5512.37
other,3 BHK,2405,4,260,3,10810.81
other,2 Bedroom,1500,2,115,2,7666.67
other,2 BHK,1060,2,60,2,5660.38
other,8 Bedroom,2600,8,180,8,6923.08
other,2 BHK,1285,2,72.5,2,5642.02
other,3 Bedroom,4050,3,280,3,6913.58
other,2 Bedroom,1280,2,69,2,5390.62
other,3 BHK,3045,3,170,3,5582.92
other,2 Bedroom,900,2,110,2,12222.22
other,3 BHK,1560,3,115,3,7371.79
other,4 Bedroom,1200,4,165,4,13750
other,3 BHK,1645,3,95,3,5775.08
other,2 Bedroom,1200,2,79,2,6583.33
other,3 Bedroom,1350,2,140,3,10370.37
other,3 BHK,1800,3,150,3,8333.33
other,3 BHK,1762,3,125,3,7094.21
other,3 BHK,1200,3,90,3,7500
other,3 BHK,2023.71,3,275,3,13588.9
other,3 BHK,2150,4,240,3,11162.79
other,4 Bedroom,3309,4,325,4,9821.7
other,11 BHK,5000,9,360,11,7200
other,2 BHK,1150,2,126,2,10956.52
other,2 BHK,1200,2,74,2,6166.67
other,3 BHK,1753,3,120,3,6845.41
other,2 Bedroom,720,2,45,2,6250
other,4 Bedroom,1200,3,165,4,13750
other,1 Bedroom,700,1,41,1,5857.14
other,3 BHK,1595,3,115,3,7210.03
other,2 BHK,1353,2,110,2,8130.08
other,1 BHK,1200,2,85,1,7083.33
other,3 BHK,1325,2,90,3,6792.45
other,2 BHK,1056,2,80,2,7575.76
other,3 BHK,1544,3,120,3,7772.02
other,2 Bedroom,1200,2,65,2,5416.67
other,1 Bedroom,540,1,36,1,6666.67
other,3 BHK,1578,3,180,3,11406.84
other,2 Bedroom,1600,2,115,2,7187.5
other,1 BHK,416,1,18.5,1,4447.12
other,1 BHK,834,1,60,1,7194.24
other,3 Bedroom,1125,4,70,3,6222.22
other,4 BHK,3000,5,260,4,8666.67
other,6 Bedroom,2160,5,250,6,11574.07
other,1 BHK,469,1,25,1,5330.49
other,2 BHK,1630,2,200,2,12269.94
other,3 Bedroom,1200,2,70,3,5833.33
other,3 BHK,1350,3,77,3,5703.7
other,4 Bedroom,4046,4,445,4,10998.52
other,3 BHK,1180,2,78.34,3,6638.98
other,2 BHK,1355,2,115,2,8487.08
other,1 Bedroom,600,1,50,1,8333.33
other,3 BHK,1875,3,165,3,8800
other,2 Bedroom,600,2,55,2,9166.67
other,3 BHK,1750,3,120,3,6857.14
other,3 Bedroom,1092,2,98.5,3,9020.15
other,3 BHK,1855,3,225,3,12129.38
other,1 BHK,425,1,20.03,1,4712.94
other,1 Bedroom,600,1,60,1,10000
other,2 BHK,1468,2,140,2,9536.78
other,4 Bedroom,4300,5,550,4,12790.7
other,2 BHK,775,2,55,2,7096.77
other,3 BHK,1352,3,135,3,9985.21
other,4 Bedroom,1200,3,95,4,7916.67
other,3 BHK,1976,3,184,3,9311.74
other,4 Bedroom,5500,4,600,4,10909.09
other,3 Bedroom,1200,3,95,3,7916.67
other,2 BHK,1180,2,69,2,5847.46
other,1 BHK,686,1,17,1,2478.13
other,4 Bedroom,1500,4,180,4,12000
other,2 BHK,1282,2,87,2,6786.27
other,3 Bedroom,1500,2,95,3,6333.33
other,2 BHK,1300,1,115,2,8846.15
other,1 BHK,530,1,20,1,3773.58
other,2 BHK,1350,2,80,2,5925.93
other,8 Bedroom,2400,6,125,8,5208.33
